,data,type
1205,Kimbe,Location
1206,King Cove,Location
1207,King's Lynn,Location
1208,Kingsnorth,Location
1209,Kingston,Location
1210,Kingstown,Location
1211,Kinsale,Location
1212,Kinuura,Location
1213,Kirkcaldy,Location
1214,Kirkcudbright,Location
1215,Kirkenes,Location
1216,Kirkwall,Location
1217,Kisarazu,Location
1218,Kish Island,Location
1219,Kismayu,Location
1220,Kitimat,Location
1221,Klaipeda,Location
1222,Klaksvik,Location
1223,Klawock,Location
1224,Klein Point,Location
1225,Klintehamn,Location
1226,Ko Sichang,Location
1227,Kobe,Location
1228,Kochi,Location
1229,Kochi,Location
1230,Kodiak,Location
1231,Koge,Location
1232,Kokkola,Location
1233,Koko,Location
1234,Kokura,Location
1235,Kolding,Location
1236,Kole Terminal,Location
1237,Kolkata,Location
1238,Kolobrzeg,Location
1239,Komarno,Location
1240,Komatsushima,Location
1241,Kome-Kribi 1 Terminal,Location
1242,Kongsdal,Location
1243,Koper,Location
1244,Kopervik,Location
1245,Koping,Location
1246,Korcula,Location
1247,Koror,Location
1248,Korsakov,Location
1249,Korsor,Location
1250,Kos,Location
1251,Kota Kinabalu,Location
1252,Kotka,Location
1253,Kotor,Location
1254,Koverhar,Location
1255,Kozmino,Location
1256,Kpeme,Location
1257,Kragero,Location
1258,Kralendijk,Location
1259,Krefeld,Location
1260,Krems,Location
1261,Kribi,Location
1262,Krishnapatnam,Location
1263,Kristiansand,Location
1264,Kristiansund,Location
1265,Kristiinankaupunki,Location
1266,Kristinehamn,Location
1267,Kuala Belait,Location
1268,Kuala Kapuas,Location
1269,Kuantan,Location
1270,Kuching,Location
1271,Kudamatsu,Location
1272,Kudat,Location
1273,Kulevi Terminal,Location
1274,Kulpi,Location
1275,Kunak,Location
1276,Kunda,Location
1277,Kunshan,Location
1278,Kuopio,Location
1279,Kupang,Location
1280,Kure,Location
1281,Kusadasi,Location
1282,Kushiro,Location
1283,Kyle of Lochalsh,Location
1284,Kymassi,Location
1285,Kyrenia,Location
1286,La Baie,Location
1287,La Ceiba,Location
1288,La Ceiba,Location
1289,La Ciotat,Location
1290,La Estaca,Location
1291,La Estacada,Location
1292,La Goulette,Location
1293,La Guaira,Location
1294,La Libertad,Location
1295,La Libertad,Location
1296,La Maddalena,Location
1297,La Nouvelle,Location
1298,La Pallice,Location
1299,La Pampilla,Location
1300,La Paz,Location
1301,La Plata,Location
1302,La Rochelle,Location
1303,La Romana,Location
1304,La Salina,Location
1305,La Salineta,Location
1306,La Savina,Location
1307,La Skhira,Location
1308,La Spezia,Location
1309,Laayoune (Western Sahara),Location
1310,Laboe,Location
1311,Labuan,Location
1312,Ladysmith,Location
1313,Lae,Location
1314,Laem Chabang,Location
1315,Lagoa Parda Terminal,Location
1316,Lahad Datu,Location
1317,Laizhou,Location
1318,Lake Charles,Location
1319,Lalang Terminal,Location
1320,Laminaria-Corallina Terminal,Location
1321,Lampedusa,Location
1322,Lamu,Location
1323,Landskrona,Location
1324,Langsa Terminal,Location
1325,Lanshan,Location
1326,Lanxi,Location
1327,Largs,Location
1328,Larnaca,Location
1329,Larne,Location
1330,Larvik,Location
1331,Las Mareas,Location
1332,Las Minas Bay,Location
1333,Las Palmas,Location
1334,Las Piedras,Location
1335,Lattakia,Location
1336,Launceston,Location
1337,Laurium,Location
1338,Lautoka,Location
1339,Lavan Island,Location
1340,Lavera,Location
1341,Lavera,Location
1342,Lawe-Lawe Terminal,Location
1343,Lazarev,Location
1344,Lazaro Cardenas,Location
1345,Le Guildo,Location
1346,Le Havre,Location
1347,Le Legue/St. Brieuc,Location
1348,Le Treport,Location
1349,Le Verdon,Location
1350,Le Verdon,Location
1351,Leer,Location
1352,Legaspi,Location
1353,Legaspi,Location
1354,Legendre Terminal,Location
1355,Leghorn,Location
1356,Leirvik,Location
1357,Leith,Location
1358,Leixoes,Location
1359,Lembar,Location
1360,Lemvig,Location
1361,Lerma,Location
1362,Lerwick,Location
1363,Lewiston,Location
1364,Lhoknga,Location
1365,Lhokseumawe,Location
1366,Lianyungang,Location
1367,Libourne,Location
1368,Libreville,Location
1369,Licata,Location
1370,Lidkoping,Location
1371,Liege,Location
1372,Liepaja,Location
1373,Lillesand,Location
1374,Lima,Location
1375,Limassol,Location
1376,Limay,Location
1377,Limbe,Location
1378,Limboh Terminal,Location
1379,Limetree Bay,Location
1380,Limetree Bay,Location
1381,Lipari,Location
1382,Lirquen,Location
1383,Lisbon,Location
1384,Liscomb,Location
1385,Little Narrows,Location
1386,Little Rock,Location
1387,Littlehampton,Location
1388,Liuhua Terminal,Location
1389,Liverpool,Location
1390,Liverpool,Location
1391,Llanddulas,Location
1392,Lobito,Location
1393,Loch Roag,Location
1394,Lochboisdale,Location
1395,Lochmaddy,Location
1396,Lodingen,Location
1397,Lom,Location
1398,Lombo Terminal,Location
1399,Lome,Location
1400,Lomonosov,Location
1401,London,Location
1402,London Thamesport,Location
1403,Londonderry,Location
1404,Long Beach,Location
1405,Long Harbour,Location
1406,Long Point,Location
1407,Long Pond,Location
1408,Longkou,Location
1409,Longoni,Location
1410,Longview,Location
1411,Longyan,Location
1412,LOOP Terminal,Location
1413,Lorain,Location
1414,Lorengau,Location
1415,Lorient,Location
1416,Los Angeles,Location
1417,Los Cristianos,Location
1418,Louisville,Location
1419,Loviisa,Location
1420,Lowestoft,Location
1421,Luanda,Location
1422,Luba,Location
1423,Lubeck,Location
1424,Lucina Terminal,Location
1425,Lucinda,Location
1426,Luderitz,Location
1427,Ludwigshafen am Rhein,Location
1428,Lufeng Terminal,Location
1429,Lulea,Location
1430,Lumut,Location
1431,Lumut,Location
1432,Lunenburg,Location
1433,Luzhou,Location
1434,Lydney,Location
1435,Lyngs Odde,Location
1436,Lysekil,Location
1437,Lyttelton,Location
1438,M'bopicua,Location
1439,Ma'anshan,Location
1440,Maaloy,Location
1441,Mabianzhou,Location
1442,Macapa,Location
1443,Macau,Location
1444,Macduff,Location
1445,Maceio,Location
1446,Machilipatnam,Location
1447,Mackay,Location
1448,Macun,Location
1449,Madang,Location
1450,Madre de Deus,Location
1451,Magdalla,Location
1452,Mago,Location
1453,Mahajanga,Location
1454,Mahon,Location
1455,Mai-Liao,Location
1456,Maizuru,Location
1457,Majuro Atoll,Location
1458,Makassar,Location
1459,Malabo,Location
1460,Malacca,Location
1461,Malaga,Location
1462,Malampaya Terminal,Location
1463,Maldon,Location
1464,Male,Location
1465,Mali Losinj,Location
1466,Mallaig,Location
1467,Malm,Location
1468,Malmo,Location
1469,Malongo Terminal,Location
1470,Malpe,Location
1471,Mamonal,Location
1472,Manado,Location
1473,Manati,Location
1474,Manaus,Location
1475,Manchester,Location
1476,Mandal,Location
1477,Mandvi,Location
1478,Manfredonia,Location
1479,Mangalia,Location
1480,Maniitsoq,Location
1481,Manila,Location
1482,Manistee,Location
1483,Manitowoc,Location
1484,Mannheim,Location
1485,Manokwari,Location
1486,Manta,Location
1487,Mantyluoto,Location
1488,Mantyluoto,Location
1489,Manzanillo,Location
1490,Manzanillo,Location
1491,Manzanillo,Location
1492,Manzanillo,Location
1493,Maocaojie,Location
1494,Map Ta Phut,Location
1495,Maputo,Location
1496,Mar del Plata,Location
1497,Maracaibo,Location
1498,Marathon,Location
1499,Marcus Hook,Location
1500,Mariager,Location
1501,Mariehamn,Location
1502,Mariel,Location
1503,Mariestad,Location
1504,Marigot,Location
1505,Marin,Location
1506,Marina di Carrara,Location
1507,Mariupol,Location
1508,Mariveles,Location
1509,Marmaris,Location
1510,Marquette,Location
1511,Marsa el Brega,Location
1512,Marsala,Location
1513,Marsaxlokk,Location
1514,Marseilles,Location
1515,Marstal,Location
1516,Maryborough,Location
1517,Marystown,Location
1518,Masan,Location
1519,Masinloc,Location
1520,Maslenica,Location
1521,Massawa,Location
1522,Matadi,Location
1523,Matane,Location
1524,Matanzas,Location
1525,Matanzas,Location
1526,Matarani,Location
1527,Matsushima,Location
1528,Matsuyama,Location
1529,Maumere,Location
1530,Mawan,Location
1531,Mayaguez,Location
1532,Mayumba,Location
1533,Mazara del Vallo,Location
1534,Mazatlan,Location
1535,Meeruse,Location
1536,Mega,Location
1537,Mega,Location
1538,Megara,Location
1539,Mejillones,Location
1540,Mekar Putih,Location
1541,Melbourne,Location
1542,Melilla,Location
1543,Mellitah,Location
1544,Mem,Location
1545,Memphis,Location
1546,Meneng,Location
1547,Merak,Location
1548,Merauke,Location
1549,Merca,Location
1550,Mersa el Hamra Terminal,Location
1551,Mersa Matruh,Location
1552,Mersin,Location
1553,Mersrags,Location
1554,Mesaieed,Location
1555,Mesolongion,Location
1556,Messina,Location
1557,Methil,Location
1558,Metlakatla,Location
1559,Mezen,Location
1560,Miami,Location
1561,Middelburg,Location
1562,Middelfart,Location
1563,Midland,Location
1564,Miiduranna,Location
1565,Miike,Location
1566,Milazzo,Location
1567,Milford Haven,Location
1568,Milner Bay,Location
1569,Milwaukee,Location
1570,Mina Abdulla,Location
1571,Mina al Ahmadi,Location
1572,Mina al Fahal,Location
1573,Mina Rashid,Location
1574,Mina Saqr,Location
1575,Mina Saud,Location
1576,Mina Sulman,Location
1577,Minamata,Location
1578,Minatitlan,Location
1579,Mindelo,Location
1580,Miragoane,Location
1581,Miramar,Location
1582,Miri,Location
1583,Mishima-Kawanoe,Location
1584,Misool Terminal,Location
1585,Mistley,Location
1586,Misumi,Location
1587,Misurata,Location
1588,Mitajiri,Location
1589,Mitsukoshima,Location
1590,Miyako,Location
1591,Miyazu,Location
1592,Mizushima,Location
1593,Mo i Rana,Location
1594,Moanda Terminal,Location
1595,Mobile,Location
1596,Moerdijk,Location
1597,Mogadishu,Location
1598,Mohammedia,Location
1599,Moji,Location
1600,Mokha,Location
1601,Mokpo,Location
1602,Molde,Location
1603,Molfetta,Location
1604,Mollendo,Location
1605,Mombasa,Location
1606,Monbetsu,Location
1607,Monfalcone,Location
1608,Mongla,Location
1609,Mongstad,Location
1610,Moni Anchorage,Location
1611,Monopoli,Location
1612,Monroe,Location
1613,Monrovia,Location
1614,Mont Louis,Location
1615,Monte Carlo,Location
1616,Montego Bay,Location
1617,Montevideo,Location
1618,Montoir,Location
1619,Montreal,Location
1620,Montrose,Location
1621,Morehead City,Location
1622,Morgan City,Location
1623,Mormugao,Location
1624,Moroni,Location
1625,Morro Redondo,Location
1626,Mosjoen,Location
1627,Moss,Location
1628,Mossel Bay,Location
1629,Mostaganem,Location
1630,Mostyn,Location
1631,Motril,Location
1632,Moudi Terminal,Location
1633,Mount Vernon,Location
1634,Mourilyan,Location
1635,Mtwara,Location
1636,Muara Port,Location
1637,Mubarek Terminal,Location
1638,Mubarras Terminal,Location
1639,Mudanya,Location
1640,Mukalla,Location
1641,Mukho,Location
1642,Mulgrave,Location
1643,Mumbai,Location
1644,Mundra,Location
1645,Munguba,Location
1646,Murmansk,Location
1647,Muroran,Location
1648,Muskogee,Location
1649,Mustola,Location
1650,Mutineer Terminal,Location
1651,Mutsamudu,Location
1652,My Thoi,Location
1653,Mykonos,Location
1654,Mytilene,Location
1655,Naantali,Location
1656,Nacala,Location
1657,Nador,Location
1658,Naestved,Location
1659,Nagapattinam,Location
1660,Nagasaki,Location
1661,Nagoya,Location
1662,Naha,Location
1663,Nakhodka,Location
1664,Nakskov,Location
1665,Namibe,Location
1666,Namikata,Location
1667,Nampo,Location
1668,Namsos,Location
1669,Nanaimo,Location
1670,Nanao,Location
1671,Nanchang,Location
1672,Nanchital,Location
1673,Nanhai,Location
1674,Nanhui,Location
1675,Nanjing,Location
1676,Nanortalik,Location
1677,Nansha,Location
1678,Nansha,Location
1679,Nantes,Location
1680,Nantong,Location
1681,Naoetsu,Location
1682,Naoshima,Location
1683,Napier,Location
1684,Naples,Location
1685,Narsaq,Location
1686,Narsarsuaq,Location
1687,Narvik,Location
1688,Naryan Mar,Location
1689,Nassau,Location
1690,Natal,Location
1691,Nauplia,Location
1692,Navegantes,Location
1693,Navlakhi,Location
1694,Nawiliwili,Location
1695,Nea Moudhania,Location
1696,Neap House,Location
1697,Neath,Location
1698,Necochea,Location
1699,Nelson,Location
1700,Nemrut Bay,Location
1701,Neskaupstadur,Location
1702,Neuss/Dusseldorf,Location
1703,Nevelsk,Location
1704,New Amsterdam,Location
1705,New Bedford,Location
1706,New Haven,Location
1707,New Holland,Location
1708,New London,Location
1709,New Mangalore,Location
1710,New Orleans,Location
1711,New Plymouth,Location
1712,New Ross,Location
1713,New Tuticorin,Location
1714,New York,Location
1715,Newburgh,Location
1716,Newcastle,Location
1717,Newcastle,Location
1718,Newhaven,Location
1719,Newlyn,Location
1720,Newport,Location
1721,Newport (Gwent),Location
1722,Newport (Isle of Wight),Location
1723,Nexo,Location
1724,Nganhurra Terminal,Location
1725,Nghe Tinh,Location
1726,Ngqura,Location
1727,Nha Be,Location
1728,Nha Trang,Location
1729,Nicaro,Location
1730,Nice,Location
1731,Nieuw Nickerie,Location
1732,Nieuwpoort,Location
1733,Nigg Oil Terminal,Location
1734,Niigata,Location
1735,Niigata-Higashi,Location
1736,Niihama,Location
1737,Nijmegen,Location
1738,Nikiski,Location
1739,Nikolayev,Location
1740,Nikolayevsk,Location
1741,Ningbo,Location
1742,Nishtun,Location
1743,Niteroi,Location
1744,Nome,Location
1745,Nordenham,Location
1746,Norfolk Island,Location
1747,Noro,Location
1748,Norrkoping,Location
1749,Norrsundet,Location
1750,North Killingholme,Location
1751,Northeast Gateway Terminal,Location
1752,Northport,Location
1753,Norwich,Location
1754,Noshiro,Location
1755,Nouadhibou,Location
1756,Nouakchott,Location
1757,Noumea,Location
1758,Novi Sad,Location
1759,Novorossiysk,Location
1760,Now Shahr,Location
1761,Now Shahr,Location
1762,Nueva Gerona,Location
1763,Nueva Palmira,Location
1764,Nuevitas,Location
1765,Nuku'alofa,Location
1766,Numazu,Location
1767,Nuuk,Location
1768,Nuweiba,Location
1769,Nyborg,Location
1770,Nykobing (Falster),Location
1771,Nykobing (Mors),Location
1772,Nykoping,Location
1773,Nynashamn,Location
1774,Oakham Ness,Location
1775,Oakland,Location
1776,Oaxen,Location
1777,Oban,Location
1778,Ocho Rios,Location
1779,Odda,Location
1780,Odense,Location
1781,Odessa,Location
1782,Odudu Terminal,Location
1783,Ofunato,Location
1784,Ogdensburg,Location
1785,Oguendjo Terminal,Location
1786,Oita,Location
1787,Okoro Terminal,Location
1788,Okrika,Location
1789,Oktyabrsk,Location
1790,Okwori Terminal,Location
1791,Olbia,Location
1792,Oldenburg,Location
1793,Olga,Location
1794,Olympia,Location
1795,Omaezaki,Location
1796,Omisalj,Location
1797,Onahama,Location
1798,Onega,Location
1799,Onehunga,Location
1800,Onne,Location
1801,Onoda,Location
1802,Onomichi,Location
1803,Ontonagon,Location
1804,Opua,Location
1805,Oran,Location
1806,Orange,Location
1807,Oranjestad,Location
1808,Ordu,Location
1809,Orehoved,Location
1810,Oristano,Location
1811,Orkanger,Location
1812,Ornskoldsvik,Location
1813,Oro Bay,Location
1814,Ortona,Location
1815,Osaka,Location
1816,Oshawa,Location
1817,Oskarshamn,Location
1818,Oslo,Location
1819,Ostend,Location
1820,Oswego,Location
1821,Otaru,Location
1822,Otranto,Location
1823,Otterbacken,Location
1824,Oulu,Location
1825,Owase,Location
1826,Owen Sound,Location
1827,Owendo,Location
1828,Owensboro,Location
1829,Oxelosund,Location
1830,Oyong Terminal,Location
1831,Ozamis,Location
1832,Paamiut,Location
1833,Pachi,Location
1834,Padstow,Location
1835,Paducah,Location
1836,Pagbilao,Location
1837,Pago Pago,Location
1838,Paimboeuf,Location
1839,Paimpol,Location
1840,Paita,Location
1841,Palamos,Location
1842,Palanca Terminal,Location
1843,Palembang,Location
1844,Palenque Terminal,Location
1845,Palermo,Location
1846,Palm Beach,Location
1847,Palma,Location
1848,Palua,Location
1849,Panaji,Location
1850,Panama City,Location
1851,Panarukan,Location
1852,Pancevo,Location
1853,Pangkalan Susu,Location
1854,Pangkalbalam,Location
1855,Panjang,Location
1856,Pantoloan,Location
1857,Panyu Terminal,Location
1858,Papeete,Location
1859,Papenburg,Location
1860,Paphos,Location
1861,Par,Location
1862,Paradero,Location
1863,Paradip,Location
1864,Parainen,Location
1865,Paramaribo,Location
1866,Paranagua,Location
1867,Paranam,Location
1868,Pare Pare,Location
1869,Paris,Location
1870,Parnu,Location
1871,Parry Sound,Location
1872,Partington,Location
1873,Pasajes,Location
1874,Pascagoula,Location
1875,Pasco,Location
1876,Pasir Gudang,Location
1877,Passau,Location
1878,Pataholm,Location
1879,Pateniemi,Location
1880,Pathein,Location
1881,Patmos,Location
1882,Patras,Location
1883,Pauillac,Location
1884,Pauillac,Location
1885,Paysandu,Location
1886,Pecem,Location
1887,Pedregal,Location
1888,Peel,Location
1889,Pekanbaru,Location
1890,Pelican,Location
1891,Pelotas,Location
1892,Pemangkat,Location
1893,Pemba,Location
1894,Penang,Location
1895,Penglai,Location
1896,Pennington Terminal,Location
1897,Pennsauken,Location
1898,Pensacola,Location
1899,Penuelas Terminal,Location
1900,Penzance,Location
1901,Perth,Location
1902,Pesaro,Location
1903,Pescara,Location
1904,Peterhead,Location
1905,Petersburg,Location
1906,Philadelphia,Location
1907,Philipsburg,Location
1908,Phnom Penh,Location
1909,Phu My,Location
1910,Phuket,Location
1911,Pichilingue,Location
1912,Picton,Location
1913,Pictou,Location
1914,Pietarsaari,Location
1915,Pinghu,Location
1916,Piombino,Location
1917,Pipavav,Location
1918,Piraeus,Location
1919,Pittsburgh,Location
1920,Pituffik,Location
1921,Plaquemines,Location
1922,Platong Terminal,Location
1923,Ploce,Location
1924,Plomin,Location
1925,Plymouth,Location
1926,Plymouth,Location
1927,Podporozhye,Location
1928,Pohang,Location
1929,Pohnpei,Location
1930,Point Comfort,Location
1931,Point Fortin,Location
1932,Point Lisas,Location
1933,Point Tupper,Location
1934,Pointe a Pierre,Location
1935,Pointe a Pitre,Location
1936,Pointe au Pic,Location
1937,Pointe Noire,Location
1938,Police,Location
1939,Polloc,Location
1940,Polvo Terminal,Location
1941,Ponce,Location
1942,Ponta da Madeira,Location
1943,Ponta da Madeira,Location
1944,Ponta Delgada,Location
1945,Ponta do Ubu,Location
1946,Ponta Dobela,Location
1947,Pontianak,Location
1948,Poole,Location
1949,Porbandar,Location
1950,Poronaysk,Location
1951,Porsgrunn,Location
1952,Port Alberni,Location
1953,Port Alfred,Location
1954,Port Alice,Location
1955,Port Allen,Location
1956,Port Alma,Location
1957,Port Alucroix,Location
1958,Port Angeles,Location
1959,Port Antonio,Location
1960,Port Arthur,Location
1961,Port Askaig,Location
1962,Port au Prince,Location
1963,Port Augusta,Location
1964,Port aux Basques,Location
1965,Port Blair,Location
1966,Port Bonython,Location
1967,Port Canaveral,Location
1968,Port Cartier,Location
1969,Port Chester,Location
1970,Port Colborne,Location
1971,Port de Bouc,Location
1972,Port de Bouc,Location
1973,Port Dickson,Location
1974,Port Elizabeth,Location
1975,Port Ellen,Location
1976,Port Esquivel,Location
1977,Port Everglades,Location
1978,Port Fourchon,Location
1979,Port Gentil,Location
1980,Port Giles,Location
1981,Port Harcourt,Location
1982,Port Hardy,Location
1983,Port Hawkesbury,Location
1984,Port Hedland,Location
1985,Port Hueneme,Location
1986,Port Huron,Location
1987,Port Irene,Location
1988,Port Isabel,Location
1989,Port Jefferson,Location
1990,Port Kaiser,Location
1991,Port Kembla,Location
1992,Port Klang,Location
1993,Port Latta,Location
1994,Port Lincoln,Location
1995,Port Louis,Location
1996,Port Manatee,Location
1997,Port Mellon,Location
1998,Port Moresby,Location
1999,Port Muhammad Bin Qasim,Location
2000,Port Neches,Location
2001,Port Nolloth,Location
2002,Port of Spain,Location
2003,Port Okha,Location
2004,Port Penrhyn,Location
2005,Port Pirie,Location
2006,Port Rhoades,Location
2007,Port Royal,Location
2008,Port Royal,Location
2009,Port Said,Location
2010,Port San Luis,Location
2011,Port St. Joe,Location
2012,Port St. Louis,Location
2013,Port St. Mary,Location
2014,Port Stanvac,Location
2015,Port Sudan,Location
2016,Port Sultan Qaboos,Location
2017,Port Talbot,Location
2018,Port Townsend,Location
2019,Port Vendres,Location
2020,Port Victoria,Location
2021,Port Vila,Location
2022,Port Walcott,Location
2023,Port Weller,Location
2024,Port Wentworth,Location
2025,Portici,Location
2026,Portimao,Location
2027,Portland,Location
2028,Portland,Location
2029,Portland (Maine),Location
2030,Portland (Oregon),Location
2031,Porto Alegre,Location
2032,Porto Amboim,Location
2033,Porto Chibatao,Location
2034,Porto Empedocle,Location
2035,Porto Nogaro,Location
2036,Porto Novo (CPV),Location
2037,Porto Santo,Location
2038,Porto Santo Stefano,Location
2039,Porto Torres,Location
2040,Porto Vecchio,Location
2041,Porto Vesme,Location
2042,Portocel,Location
2043,Portoferraio,Location
2044,Portree,Location
2045,Portrush,Location
2046,Portsmouth,Location
2047,Portsmouth (New Hampshire),Location
2048,Posyet,Location
2049,Poti,Location
2050,Powell River,Location
2051,Pozos Colorados Terminal,Location
2052,Pozzuoli,Location
2053,Prachuap,Location
2054,Praia,Location
2055,Praia da Graciosa,Location
2056,Praia da Vitoria,Location
2057,Praia Mole,Location
2058,Prescott,Location
2059,Preveza,Location
2060,Primorsk,Location
2061,Prince Rupert,Location
2062,Probolinggo,Location
2063,Progreso,Location
2064,Prointal,Location
2065,Prony,Location
2066,Propriano,Location
2067,Providence,Location
2068,Providenciales,Location
2069,Puducherry,Location
2070,Puerto Barrios,Location
2071,Puerto Bayovar,Location
2072,Puerto Bolivar,Location
2073,Puerto Bolivar,Location
2074,Puerto Cabello,Location
2075,Puerto Cabezas,Location
2076,Puerto Castilla,Location
2077,Puerto Chiapas,Location
2078,Puerto Cortes,Location
2079,Puerto Costa Maya,Location
2080,Puerto de Hierro,Location
2081,Puerto de Santa Maria,Location
2082,Puerto del Rosario,Location
2083,Puerto Deseado,Location
2084,Puerto Jose,Location
2085,Puerto la Cruz,Location
2086,Puerto Limon,Location
2087,Puerto Madryn,Location
2088,Puerto Miranda,Location
2089,Puerto Montt,Location
2090,Puerto Natales,Location
2091,Puerto Ordaz,Location
2092,Puerto Padre,Location
2093,Puerto Percy,Location
2094,Puerto Percy,Location
2095,Puerto Plata,Location
2096,Puerto Princesa,Location
2097,Puerto Quetzal,Location
2098,Puerto Sandino,Location
2099,Puerto Vallarta,Location
2100,Puerto Ventanas,Location
2101,Puerto Viejo de Azua,Location
2102,Puerto Villeta,Location
2103,Puerto Williams,Location
2104,Puerto Zuniga,Location
2105,Puffin Terminal,Location
2106,Puhos,Location
2107,Pula,Location
2108,Pulang Pisau,Location
2109,Pulau Bukom,Location
2110,Pulau Bukom,Location
2111,Pulau Bunyu,Location
2112,Pulau Langkawi,Location
2113,Pulau Sambu,Location
2114,Pulupandan,Location
2115,Punta Arenas,Location
2116,Punta Cardon,Location
2117,Punta Colorada,Location
2118,Punta Cuchillo,Location
2119,Punta Europa Terminal,Location
2120,Punta Lobitos,Location
2121,Punta Palmas,Location
2122,Punta Piedras,Location
2123,Punta Quilla,Location
2124,Puntarenas,Location
2125,Pyeongtaek,Location
2126,Pylos,Location
2127,Qaanaaq,Location
2128,Qalhat Terminal,Location
2129,Qaqortoq,Location
2130,Qasigiannguit,Location
2131,Qeqertarsuaq,Location
2132,Qingdao,Location
2133,Qingdao,Location
2134,Qinglan,Location
2135,Qinhuangdao,Location
2136,Qinzhou,Location
2137,Qua Iboe Terminal,Location
2138,Quanzhou,Location
2139,Quebec,Location
2140,Queenborough,Location
2141,Quelimane,Location
2142,Qui Nhon,Location
2143,Quimper,Location
2144,Quintero,Location
2145,Raahe,Location
2146,Rabaul,Location
2147,Rabigh,Location
2148,Rades,Location
2149,Ramallo,Location
2150,Ramsey,Location
2151,Ramsgate,Location
2152,Randers,Location
2153,Ranong,Location
2154,Rapid Bay,Location
2155,Ras al Khafji,Location
2156,Ras al Mishab,Location
2157,Ras Bahregan Terminal,Location
2158,Ras Budran Terminal,Location
2159,Ras Gharib,Location
2160,Ras Isa Terminal,Location
2161,Ras Laffan,Location
2162,Ras Lanuf,Location
2163,Ras Shukheir Terminal,Location
2164,Ras Sudr Terminal,Location
2165,Ras Tanura,Location
2166,Rasa,Location
2167,Rasco Harbour,Location
2168,Ratnagiri,Location
2169,Rau Qua,Location
2170,Rau Qua,Location
2171,Rauma,Location
2172,Ravenna,Location
2173,Rayong,Location
2174,Recife,Location
2175,Red Dog,Location
2176,Redwood City,Location
2177,Regensburg,Location
2178,Reggio di Calabria,Location
2179,Rendsburg,Location
2180,Reni,Location
2181,Rethimnon,Location
2182,Reunion,Location
2183,Revithousa Terminal,Location
2184,Reykjavik,Location
2185,Rhodes,Location
2186,Ribadeo,Location
2187,Richards Bay,Location
2188,Richborough,Location
2189,Richmond (California),Location
2190,Richmond (Virginia),Location
2191,Ridham Dock,Location
2192,Riga,Location
2193,Rijeka,Location
2194,Rimouski,Location
2195,Rio Bueno,Location
2196,Rio Cullen Terminal,Location
2197,Rio de Janeiro,Location
2198,Rio Gallegos,Location
2199,Rio Grande,Location
2200,Rio Grande,Location
2201,Rio Haina,Location
2202,Risor,Location
2203,Ristiina,Location
2204,Riverhead,Location
2205,Rize,Location
2206,Rizhao,Location
2207,Rochefort,Location
2208,Rochester,Location
2209,Rocky Point,Location
2210,Rodbyhavn,Location
2211,Romano Port,Location
2212,Rongqi,Location
2213,Rongqi,Location
2214,Ronne,Location
2215,Roomassaare,Location
2216,Rosario,Location
2217,Rosarito Terminal,Location
2218,Rosas,Location
2219,Roscoff,Location
2220,Roseau,Location
2221,Rosedale,Location
2222,Rosslare,Location
2223,Rostock,Location
2224,Rostov,Location
2225,Rosyth,Location
2226,Rothesay,Location
2227,Rotterdam,Location
2228,Rouen,Location
2229,Rovinj,Location
2230,Rudkobing,Location
2231,Rumoi,Location
2232,Runavik,Location
2233,Runcorn,Location
2234,Rupert Inlet,Location
2235,Ruwais,Location
2236,Rye,Location
2237,Sabang,Location
2238,Sabine,Location
2239,Sables d'Olonne,Location
2240,Sacramento,Location
2241,Safaga,Location
2242,Safi,Location
2243,Saganoseki,Location
2244,Sagunto,Location
2245,Saiki,Location
2246,Saint John,Location
2247,Saipan Island,Location
2248,Saiqi,Location
2249,Sakai,Location
2250,Sakaide,Location
2251,Sakaiminato,Location
2252,Sakata,Location
2253,Salacgriva,Location
2254,Saladin Terminal,Location
2255,Salalah,Location
2256,Salaverry,Location
2257,Salaya,Location
2258,Saldanha Bay,Location
2259,Saleef,Location
2260,Salem (Massachusetts),Location
2261,Salerno,Location
2262,Salina Cruz,Location
2263,Salineiro Terminal,Location
2264,Salt End,Location
2265,Salvador,Location
2266,Samarinda,Location
2267,Sambas,Location
2268,Samchok,Location
2269,Samos,Location
2270,Sampit,Location
2271,Samsun,Location
2272,San Andres,Location
2273,San Antonio,Location
2274,San Antonio,Location
2275,San Antonio Este,Location
2276,San Benedetto del Tronto,Location
2277,San Carlos,Location
2278,San Carlos de la Rapita,Location
2279,San Diego,Location
2280,San Feliu de Guixols,Location
2281,San Felix,Location
2282,San Fernando,Location
2283,San Francisco,Location
2284,San Juan,Location
2285,San Juan de la Costa,Location
2286,San Juan del Sur,Location
2287,San Julian,Location
2288,San Lorenzo,Location
2289,San Lorenzo,Location
2290,San Marcos Island,Location
2291,San Nicolas,Location
2292,San Nicolas,Location
2293,San Nicolas Bay,Location
2294,San Pedro,Location
2295,San Pedro,Location
2296,San Pedro de Macoris,Location
2297,San Remo,Location
2298,San Sebastian,Location
2299,San Sebastian Terminal,Location
2300,San Vicente,Location
2301,Sanbing,Location
2302,Sanbu,Location
2303,Sanchez,Location
2304,Sand Point,Location
2305,Sandakan,Location
2306,Sandefjord,Location
2307,Sandnes,Location
2308,Sandusky,Location
2309,Sandwich,Location
2310,Sangatta Terminal,Location
2311,Sangi,Location
